scenario,tx_idx,split,requested_users,kept_users,discarded_users,discard_ratio,history_len,los_users,nlos_users,los_ratio,nlos_ratio,avg_unique_beams,min_unique_beams,max_unique_beams,constant_histories,constant_history_ratio,avg_majority_share,direction_counts
city_11_santaclara_3p5,0,val,5159,5159,0,0.0,7,2200,2959,0.42643923240938164,0.5735607675906184,3.3940686179492148,1,7,329,0.06377204884667571,0.5507988812892863,"{'left': 4340, 'right': 819}"
city_11_santaclara_3p5,1,train,21391,21391,0,0.0,7,5169,16222,0.24164368192230376,0.7583563180776962,3.19737272684774,1,7,2600,0.12154644476649058,0.5809452573512225,"{'left': 20572, 'right': 819}"
city_11_santaclara_3p5,1,val,5326,5326,0,0.0,7,1260,4066,0.2365752910251596,0.7634247089748404,4.038678182500939,1,7,146,0.02741269245212167,0.461482753071187,"{'left': 4507, 'right': 819}"
city_11_santaclara_3p5,2,train,20967,20967,0,0.0,7,9405,11562,0.44856202604092144,0.5514379739590786,2.466876520246101,1,7,5325,0.2539705251108885,0.6939067514257098,"{'left': 20148, 'right': 819}"
city_11_santaclara_3p5,2,val,5226,5226,0,0.0,7,2274,2952,0.4351320321469575,0.5648679678530425,3.4087256027554536,1,7,439,0.08400306161500191,0.5482751079766004,"{'left': 4407, 'right': 819}"
city_12_fortworth_3p5,0,train,19074,19074,0,0.0,7,2680,16394,0.14050540002097095,0.859494599979029,3.402537485582468,1,7,1898,0.09950718255216526,0.5534759358288771,"{'left': 17576, 'right': 1498}"
city_12_fortworth_3p5,0,val,4815,4815,0,0.0,7,698,4117,0.14496365524402907,0.8550363447559709,3.9979231568016615,1,7,114,0.02367601246105919,0.4627503337783711,"{'down': 199, 'left': 3340, 'right': 1272, 'up': 4}"
city_12_fortworth_3p5,1,train,18889,18889,0,0.0,7,3016,15873,0.1596696490020647,0.8403303509979353,2.151199110593467,1,7,7311,0.3870506644078564,0.7585972183356905,"{'left': 17391, 'right': 1498}"
city_12_fortworth_3p5,1,val,4834,4832,2,0.0004137360364087712,7,796,4036,0.16473509933774835,0.8352649006622517,2.7464817880794703,1,7,967,0.20012417218543047,0.668962866603595,"{'down': 84, 'left': 3337, 'right': 1406, 'up': 5}"
city_12_fortworth_3p5,2,train,21113,21113,0,0.0,7,5323,15790,0.25211954719840857,0.7478804528015914,2.909297589163075,1,7,2983,0.14128735849950266,0.6127775033662402,"{'left': 19615, 'right': 1498}"
city_12_fortworth_3p5,2,val,5309,5309,0,0.0,7,1282,4027,0.2414767376153701,0.7585232623846299,4.035223205876813,1,7,227,0.042757581465436054,0.46535532653445627,"{'down': 85, 'left': 3822, 'right': 1402}"
city_13_columbus_3p5,0,train,5856,5856,0,0.0,7,1647,4209,0.28125,0.71875,2.654542349726776,1,7,1041,0.17776639344262296,0.6485411787665886,"{'left': 4789, 'right': 1044, 'up': 23}"
city_13_columbus_3p5,0,val,1499,1416,83,0.05537024683122081,7,406,1010,0.2867231638418079,0.713276836158192,2.9427966101694913,1,7,134,0.09463276836158192,0.6105730427764325,"{'down': 343, 'left': 548, 'right': 399, 'up': 126}"
city_13_columbus_3p5,1,train,9419,9419,0,0.0,7,2197,7222,0.23325193757299076,0.7667480624270092,2.9613547085677885,1,7,1622,0.17220511731606328,0.6075713224030455,"{'down': 40, 'left': 8173, 'right': 1204, 'up': 2}"
city_13_columbus_3p5,1,val,2288,2226,62,0.027097902097902096,7,548,1678,0.24618149146451032,0.7538185085354897,3.6356693620844562,1,7,58,0.02605570530098832,0.5111667308432806,"{'down': 283, 'left': 1290, 'right': 539, 'up': 114}"
city_13_columbus_3p5,2,train,11932,11932,0,0.0,7,5179,6753,0.4340429098223265,0.5659570901776735,2.426583975863225,1,7,3203,0.2684378142809252,0.6952492696709927,"{'left': 10686, 'right': 1246}"
city_13_columbus_3p5,2,val,2992,2972,20,0.0066844919786096255,7,1370,1602,0.4609690444145357,0.5390309555854643,3.3273889636608343,1,7,382,0.1285329744279946,0.5671505479715439,"{'down': 333, 'left': 1806, 'right': 798, 'up': 35}"
city_17_seattle_3p5_s,0,train,17665,17662,3,0.00016982734220209454,7,3393,14269,0.19210734911108596,0.807892650888914,2.8009851658928775,1,7,3043,0.17229079379458725,0.6551757607130724,"{'left': 16360, 'right': 1302}"
city_17_seattle_3p5_s,0,val,4364,4364,0,0.0,7,854,3510,0.19569202566452795,0.8043079743354721,3.335013748854262,1,7,262,0.06003666361136572,0.5656998821526776,"{'down': 149, 'left': 3077, 'right': 1071, 'up': 67}"
city_17_seattle_3p5_s,1,train,19374,19371,3,0.0001548467017652524,7,4997,14374,0.2579629342832069,0.7420370657167932,3.1992669454338962,1,7,2125,0.1097000671106293,0.5775349012146287,"{'left': 18069, 'right': 1302}"
city_17_seattle_3p5_s,1,val,4886,4886,0,0.0,7,1219,3667,0.24948833401555465,0.7505116659844454,4.021080638559148,1,7,116,0.02374130167826443,0.46508976083269976,"{'down': 109, 'left': 3587, 'right': 1183, 'up': 7}"
city_17_seattle_3p5_s,2,train,16819,16817,2,0.0001189131339556454,7,8208,8609,0.48807754058393293,0.5119224594160671,2.7187369923291906,1,7,4722,0.2807872985669263,0.660938336207409,"{'left': 15515, 'right': 1302}"
city_17_seattle_3p5_s,2,val,4204,4203,1,0.0002378686964795433,7,2021,2182,0.48084701403759217,0.5191529859624078,3.636212229359981,1,7,499,0.11872472043778254,0.5248971822847626,"{'down': 111, 'left': 2915, 'right': 1060, 'up': 117}"
city_18_denver_3p5,0,train,22615,22615,0,0.0,7,3434,19181,0.15184611983196994,0.8481538801680301,3.131594074729162,1,7,3417,0.15109440636745522,0.6002274091153154,"{'left': 21131, 'right': 1484}"
city_18_denver_3p5,0,val,5621,5621,0,0.0,7,846,4775,0.150507027219356,0.8494929727806441,3.9460950008895215,1,7,197,0.03504714463618573,0.4818156403283604,"{'down': 4, 'left': 4137, 'right': 1479, 'up': 1}"
city_18_denver_3p5,1,train,25104,25104,0,0.0,7,5895,19209,0.23482313575525812,0.7651768642447419,3.0154557042702357,1,7,2903,0.1156389420012747,0.5996540107438769,"{'left': 23620, 'right': 1484}"
city_18_denver_3p5,1,val,6293,6293,0,0.0,7,1505,4788,0.23915461624026696,0.760845383759733,3.9728269505800093,1,7,206,0.03273478468139202,0.47422305963542255,"{'down': 2, 'left': 4809, 'right': 1482}"
city_18_denver_3p5,2,train,23340,23340,0,0.0,7,1980,21360,0.08483290488431877,0.9151670951156813,2.7820479862896317,1,7,3944,0.1689802913453299,0.6474599094136368,"{'left': 21856, 'right': 1484}"
city_18_denver_3p5,2,val,5649,5649,0,0.0,7,502,5147,0.0888652858913082,0.9111347141086918,3.5115949725615154,1,7,283,0.05009736236502036,0.537693144172167,"{'down': 6, 'left': 4165, 'right': 1478}"
city_19_oklahoma_3p5_s,0,train,23020,23017,3,0.00013032145960034753,7,9033,13984,0.392449059390885,0.607550940609115,2.4239040709041144,1,7,4714,0.20480514402398228,0.6974596416313407,"{'left': 21582, 'right': 1435}"
city_19_oklahoma_3p5_s,0,val,5859,5859,0,0.0,7,2298,3561,0.39221710189452125,0.6077828981054787,3.4161119644990614,1,7,157,0.026796381635091314,0.526613512788628,"{'down': 29, 'left': 4425, 'right': 1404, 'up': 1}"
city_19_oklahoma_3p5_s,1,train,23117,23114,3,0.00012977462473504346,7,8967,14147,0.387946698970321,0.612053301029679,2.5075711689884916,1,7,4315,0.18668339534481268,0.6752926488584531,"{'left': 21679, 'right': 1435}"
city_19_oklahoma_3p5_s,1,val,5753,5753,0,0.0,7,2206,3547,0.3834521119415957,0.6165478880584043,3.7736832956718236,1,7,129,0.02242308360855206,0.4780114722753346,"{'down': 13, 'left': 4318, 'right': 1422}"
city_19_oklahoma_3p5_s,2,train,23137,23135,2,8.644163028914726e-05,7,12634,10501,0.5460989842230387,0.4539010157769613,2.3967581586341042,1,7,5760,0.24897341690079966,0.7007749544598475,"{'left': 21700, 'right': 1435}"
city_19_oklahoma_3p5_s,2,val,5832,5831,1,0.00017146776406035664,7,3190,2641,0.5470759732464414,0.4529240267535586,3.6172183158977878,1,7,434,0.0744297719087635,0.5192934316583776,"{'down': 25, 'left': 4396, 'right': 1410}"
city_16_sanfrancisco_3p5_lwm,0,train,3538,3538,0,0.0,7,3531,7,0.9980214810627474,0.001978518937252685,3.039570378745054,1,7,212,0.059920859242509894,0.5561657110554793,"{'down': 60, 'left': 2131, 'right': 1347}"
city_16_sanfrancisco_3p5_lwm,0,val,904,889,15,0.016592920353982302,7,887,2,0.9977502812148481,0.0022497187851518562,2.732283464566929,1,7,254,0.2857142857142857,0.6779688253254057,"{'down': 680, 'left': 23, 'right': 23, 'up': 163}"
city_16_sanfrancisco_3p5_lwm,1,train,14914,14914,0,0.0,7,14696,218,0.9853828617406464,0.014617138259353627,2.1429529301327612,1,7,3954,0.2651200214563497,0.7248318933312897,"{'left': 13507, 'right': 1407}"
city_16_sanfrancisco_3p5_lwm,1,val,3748,3748,0,0.0,7,3691,57,0.9847918890074706,0.015208110992529349,3.363393810032017,1,7,183,0.048826040554962646,0.5180286629059307,"{'down': 261, 'left': 2369, 'right': 1118}"
city_16_sanfrancisco_3p5_lwm,2,train,15803,15803,0,0.0,7,15426,377,0.9761437701702208,0.023856229829779155,2.2514079605138266,1,7,3485,0.22052774789596913,0.7019282053136384,"{'left': 14396, 'right': 1407}"
city_16_sanfrancisco_3p5_lwm,2,val,3964,3963,1,0.0002522704339051463,7,3876,87,0.9780469341408025,0.02195306585919758,3.804945748170578,1,7,229,0.05778450668685339,0.4777405284596806,"{'down': 194, 'left': 2567, 'right': 1201, 'up': 1}"
city_23_beijing_3p5,0,train,36500,36500,0,0.0,7,22485,14015,0.616027397260274,0.38397260273972605,2.332027397260274,1,7,7291,0.19975342465753423,0.6980900195694715,"{'down': 53, 'left': 34176, 'right': 2271}"
city_23_beijing_3p5,0,val,9205,9195,10,0.0010863661053775121,7,5599,3596,0.6089178901576944,0.3910821098423056,3.5455138662316474,1,7,292,0.03175638934203372,0.5022450089334265,"{'down': 245, 'left': 7027, 'right': 1907, 'up': 16}"
city_31_barcelona_3p5,0,train,30023,30023,0,0.0,7,26910,3113,0.8963128268327616,0.10368717316723845,2.082236951670386,1,7,8637,0.287679445758252,0.7365876637435109,"{'left': 27706, 'right': 2317}"
city_31_barcelona_3p5,0,val,7479,7477,2,0.00026741542987030354,7,6671,806,0.8922027551156881,0.10779724488431189,3.270028086130801,1,7,717,0.09589407516383576,0.5531821395135558,"{'down': 197, 'left': 5232, 'right': 1924, 'up': 124}"
city_35_san_francisco_3p5,0,train,22554,22554,0,0.0,7,18103,4451,0.8026514143832579,0.19734858561674204,1.9416954863882239,1,7,7850,0.34805356034406315,0.7691635313343212,"{'down': 6, 'left': 20209, 'right': 2339}"
city_35_san_francisco_3p5,0,val,5650,5648,2,0.00035398230088495576,7,4562,1086,0.8077195467422096,0.19228045325779036,3.0469192634560907,1,7,507,0.08976628895184136,0.5707456495346014,"{'down': 328, 'left': 3541, 'right': 1537, 'up': 242}"
city_47_chicago_3p5,0,train,22442,22442,0,0.0,7,15284,7158,0.6810444701898226,0.31895552981017733,1.9466179484894395,1,7,7467,0.33272435611799306,0.7631036194889683,"{'left': 20118, 'right': 2324}"
city_47_chicago_3p5,0,val,5646,5646,0,0.0,7,3868,1778,0.6850867871059156,0.3149132128940843,3.2770102727594757,1,7,434,0.07686857952532766,0.543140529325439,"{'down': 508, 'left': 3373, 'right': 1613, 'up': 152}"
city_89_nairobi_3p5,0,train,85352,85352,0,0.0,7,76875,8477,0.9006818820882931,0.09931811791170682,2.540455994001312,1,7,22333,0.26165760614865496,0.6846002436966914,"{'left': 83014, 'right': 2338}"
city_89_nairobi_3p5,0,val,21355,21355,0,0.0,7,19181,2174,0.8981971435261062,0.1018028564738937,3.2997892765160386,1,7,1476,0.06911730273940529,0.5455865136970265,"{'left': 19017, 'right': 2338}"
city_89_nairobi_3p5,1,train,85354,85354,0,0.0,7,51048,34306,0.5980739039763807,0.4019260960236193,2.2040091852754413,1,7,31395,0.36782107458349933,0.7467923505133243,"{'left': 83016, 'right': 2338}"
city_89_nairobi_3p5,1,val,21337,21337,0,0.0,7,12730,8607,0.5966162065894924,0.40338379341050756,2.640014997422318,1,7,5104,0.23920888597272344,0.6682155076024879,"{'left': 18999, 'right': 2338}"
city_89_nairobi_3p5,2,train,85372,85372,0,0.0,7,77045,8327,0.902462165581221,0.09753783441877899,1.745712880101204,1,7,37691,0.4414913554795483,0.8182324750169008,"{'left': 83034, 'right': 2338}"
city_89_nairobi_3p5,2,val,21334,21334,0,0.0,7,19245,2089,0.90208118496297,0.0979188150370301,2.41759632511484,1,7,3619,0.16963532389612826,0.6753605914100898,"{'left': 18996, 'right': 2338}"
city_91_xiangyang_3p5,0,train,49848,49848,0,0.0,7,2094,47754,0.04200770341839191,0.9579922965816081,3.128189696677901,1,7,8145,0.16339672604718344,0.5971954742416947,"{'left': 47489, 'right': 2359}"
city_91_xiangyang_3p5,0,val,12361,12361,0,0.0,7,527,11834,0.042634091092953644,0.9573659089070463,3.7042310492678587,1,7,866,0.07005905671062211,0.5097599593190564,"{'down': 1, 'left': 10002, 'right': 2358}"
city_91_xiangyang_3p5,1,train,47945,47945,0,0.0,7,1980,45965,0.04129731984565648,0.9587026801543436,2.865616852643654,1,7,7502,0.15647095630409844,0.6398373135884868,"{'left': 45586, 'right': 2359}"
city_91_xiangyang_3p5,1,val,11918,11918,0,0.0,7,474,11444,0.039771773787548245,0.9602282262124517,3.738211109246518,1,7,500,0.041953347877160596,0.5133651379665811,"{'down': 24, 'left': 9559, 'right': 2335}"
city_91_xiangyang_3p5,2,train,49277,49277,0,0.0,7,10712,38565,0.21738336343527406,0.7826166365647259,3.1193863262779797,1,7,5262,0.10678409805791748,0.586118125233737,"{'left': 46918, 'right': 2359}"
city_91_xiangyang_3p5,2,val,12211,12211,0,0.0,7,2704,9507,0.22143968552944066,0.7785603144705593,3.8097616902792564,1,7,484,0.039636393415772665,0.4941797208605823,"{'down': 11, 'left': 9852, 'right': 2348}"
city_92_sãopaulo_3p5,0,train,54448,54448,0,0.0,7,32432,22016,0.5956508962679988,0.40434910373200117,2.78219585659712,1,7,6452,0.11849838377901852,0.6304678644893161,"{'left': 52089, 'right': 2359}"
city_92_sãopaulo_3p5,0,val,13649,13649,0,0.0,7,8176,5473,0.5990182430947322,0.40098175690526777,3.5615796029013116,1,7,230,0.016851051359073926,0.5050291491789037,"{'down': 1, 'left': 11290, 'right': 2358}"
city_92_sãopaulo_3p5,1,train,54031,54031,0,0.0,7,33145,20886,0.6134441339231183,0.3865558660768818,2.912198552682719,1,7,5279,0.09770317040217653,0.6079790173366084,"{'left': 51672, 'right': 2359}"
city_92_sãopaulo_3p5,1,val,13472,13472,0,0.0,7,8267,5205,0.6136431116389549,0.38635688836104515,3.807378266033254,1,7,183,0.01358372921615202,0.4766287750254496,"{'left': 11113, 'right': 2359}"
city_92_sãopaulo_3p5,2,train,50021,50021,0,0.0,7,3756,46265,0.07508846284560484,0.9249115371543951,2.3456348333699846,1,7,12805,0.255992483157074,0.7269860944117756,"{'left': 47662, 'right': 2359}"
city_92_sãopaulo_3p5,2,val,12415,12415,0,0.0,7,913,11502,0.07354007249295208,0.926459927507048,2.8319774466371324,1,7,1529,0.12315747080144986,0.6448765893792071,"{'down': 14, 'left': 10056, 'right': 2345}"
boston5g_3p5,0,train,2459,2459,0,0.0,7,0,2459,0.0,1.0,1.8153721024806833,1,5,909,0.36966246441642947,0.8079939580549583,"{'down': 96, 'left': 1927, 'right': 367, 'up': 69}"
boston5g_3p5,0,val,621,447,174,0.28019323671497587,7,0,447,0.0,1.0,2.5503355704697985,1,5,37,0.08277404921700224,0.6644295302013421,"{'left': 243, 'right': 184, 'up': 20}"
boston5g_3p5,1,train,82423,82423,0,0.0,7,32305,50118,0.39194156970748456,0.6080584302925154,2.4334712398238354,1,7,13929,0.16899409145505503,0.6785571295113534,"{'left': 76746, 'right': 5677}"
boston5g_3p5,1,val,20494,20494,0,0.0,7,8082,12412,0.39435932468039425,0.6056406753196057,3.3693276080804138,1,7,671,0.03274129013369767,0.5277154289060213,"{'down': 230, 'left': 14820, 'right': 5302, 'up': 142}"
city_86_ankara_3p5,0,train,56685,56685,0,0.0,7,22380,34305,0.3948134427097116,0.6051865572902885,2.702496251212843,1,7,9184,0.16201817059186735,0.6535490618581383,"{'left': 54347, 'right': 2338}"
city_86_ankara_3p5,0,val,14170,14170,0,0.0,7,5515,8655,0.38920254057868736,0.6107974594213126,3.2326746647847564,1,7,726,0.05123500352858151,0.5649763080955741,"{'left': 11832, 'right': 2338}"
city_86_ankara_3p5,1,train,21051,21051,0,0.0,7,257,20794,0.01220844615457698,0.987791553845423,2.0314949408579164,1,7,7782,0.3696736497078524,0.7945194323988681,"{'down': 3, 'left': 19845, 'right': 1203}"
city_86_ankara_3p5,1,val,5291,5289,2,0.000378000378000378,7,71,5218,0.013424087729249386,0.9865759122707506,2.163925127623369,1,7,1338,0.25297787861599547,0.7840801663830592,"{'down': 25, 'left': 4094, 'right': 1162, 'up': 8}"
city_86_ankara_3p5,2,train,56701,56701,0,0.0,7,14337,42364,0.2528526833741909,0.747147316625809,2.4647007989277085,1,7,15477,0.272958148886263,0.6993552645833911,"{'left': 54363, 'right': 2338}"
city_86_ankara_3p5,2,val,14152,14152,0,0.0,7,3612,10540,0.2552289429055964,0.7447710570944036,2.9039005087620122,1,7,2540,0.179479932165065,0.6341254138738593,"{'left': 11814, 'right': 2338}"
city_84_baoding_3p5,0,train,49375,49375,0,0.0,7,35993,13382,0.7289721518987342,0.27102784810126584,2.7140860759493672,1,7,4734,0.09587848101265822,0.6209388788426763,"{'left': 47065, 'right': 2310}"
city_84_baoding_3p5,0,val,12317,12317,0,0.0,7,8899,3418,0.7224973613704636,0.2775026386295364,3.3474872127953237,1,7,373,0.030283348217910205,0.5346733318642062,"{'left': 10007, 'right': 2310}"
city_84_baoding_3p5,1,train,49380,49380,0,0.0,7,42641,6739,0.8635277440259215,0.13647225597407858,2.3589914945321993,1,7,9206,0.18643175374645604,0.6883353584447142,"{'left': 47070, 'right': 2310}"
city_84_baoding_3p5,1,val,12312,12312,0,0.0,7,10540,1772,0.8560753736192332,0.14392462638076672,3.242771280051982,1,7,571,0.046377517868745936,0.5447182771744176,"{'left': 10002, 'right': 2310}"
city_84_baoding_3p5,2,train,49335,49335,0,0.0,7,23603,25732,0.4784230262491132,0.5215769737508867,2.2647613256308907,1,7,10025,0.20320259450694234,0.7013450317798143,"{'left': 47025, 'right': 2310}"
city_84_baoding_3p5,2,val,12357,12357,0,0.0,7,5922,6435,0.47924253459577565,0.5207574654042243,2.8689811442906854,1,7,917,0.07420895039249009,0.6015445265263183,"{'left': 10047, 'right': 2310}"
city_95_delhi_3p5,0,train,75984,75984,0,0.0,7,70734,5250,0.9309065066329754,0.06909349336702464,1.960425879132449,1,7,25326,0.3333070120025268,0.7695717895496796,"{'left': 73611, 'right': 2373}"
city_95_delhi_3p5,0,val,18997,18997,0,0.0,7,17632,1365,0.9281465494551772,0.07185345054482287,2.8660314786545245,1,7,1599,0.08417118492393535,0.5944998834402425,"{'left': 16624, 'right': 2373}"
city_95_delhi_3p5,1,train,75967,75967,0,0.0,7,63932,12035,0.8415759474508668,0.15842405254913317,3.090499822291258,1,7,8571,0.11282530572485422,0.5873640622149842,"{'left': 73594, 'right': 2373}"
city_95_delhi_3p5,1,val,19014,19014,0,0.0,7,15927,3087,0.8376459450930893,0.1623540549069107,3.820974019143789,1,7,533,0.028031976438413802,0.47964657620700535,"{'left': 16641, 'right': 2373}"
city_95_delhi_3p5,2,train,75963,75963,0,0.0,7,42007,33956,0.5529929044403197,0.4470070955596804,2.219896528573121,1,7,21016,0.2766610060160868,0.7280424116252084,"{'left': 73590, 'right': 2373}"
city_95_delhi_3p5,2,val,18968,18968,0,0.0,7,10442,8526,0.5505061155630535,0.44949388443694643,2.966575284690004,1,7,1512,0.07971320118093632,0.5899635476290895,"{'left': 16595, 'right': 2373}"
city_96_osaka_3p5,0,train,61800,61800,0,0.0,7,32852,28948,0.5315857605177994,0.4684142394822006,2.3890453074433657,1,7,14290,0.23122977346278317,0.7038187702265374,"{'left': 59448, 'right': 2352}"
city_96_osaka_3p5,0,val,15491,15491,0,0.0,7,8122,7369,0.5243044348331289,0.47569556516687106,3.38009166612872,1,7,725,0.04680136853656962,0.5357304241172294,"{'left': 13139, 'right': 2352}"
city_96_osaka_3p5,1,train,66977,66977,0,0.0,7,24041,42936,0.35894411514400465,0.6410558848559953,2.7368350329217495,1,7,12125,0.18103229466831897,0.6467294742971468,"{'left': 64625, 'right': 2352}"
city_96_osaka_3p5,1,val,16804,16804,0,0.0,7,5883,10921,0.35009521542489885,0.6499047845751011,3.594560818852654,1,7,1299,0.07730302308974053,0.526558302444996,"{'left': 14452, 'right': 2352}"
city_96_osaka_3p5,2,train,67040,67040,0,0.0,7,32245,34795,0.4809815035799523,0.5190184964200477,2.10346062052506,1,7,20261,0.302222553699284,0.7489750255710875,"{'left': 64688, 'right': 2352}"
city_96_osaka_3p5,2,val,16678,16678,0,0.0,7,8090,8588,0.4850701522964384,0.5149298477035615,2.7929607866650676,1,7,1895,0.11362273653915338,0.6193702567968068,"{'left': 14326, 'right': 2352}"
city_88_tongshan_3p5,0,train,60621,60621,0,0.0,7,36723,23898,0.6057801751868165,0.3942198248131836,2.490308638920506,1,7,10919,0.18011910064169182,0.6741251852846845,"{'left': 58276, 'right': 2345}"
city_88_tongshan_3p5,0,val,15151,15151,0,0.0,7,9238,5913,0.6097287307768464,0.3902712692231536,3.1809781532572106,1,7,533,0.03517919609266715,0.5501287043759487,"{'down': 2, 'left': 12806, 'right': 2343}"
city_88_tongshan_3p5,1,train,60607,60607,0,0.0,7,50886,9721,0.8396059861072154,0.16039401389278465,2.0666754665302687,1,7,20786,0.342963684062897,0.7591720899754625,"{'left': 58262, 'right': 2345}"
city_88_tongshan_3p5,1,val,15165,15165,0,0.0,7,12658,2507,0.8346851302340916,0.16531486976590834,2.853016815034619,1,7,2661,0.1754698318496538,0.622193961659837,"{'left': 12820, 'right': 2345}"
city_88_tongshan_3p5,2,train,60548,60548,0,0.0,7,40045,20503,0.6613760983021735,0.3386239016978265,1.774575543370549,1,7,26966,0.44536566030256985,0.8127436083768248,"{'left': 58203, 'right': 2345}"
city_88_tongshan_3p5,2,val,15223,15223,0,0.0,7,10204,5019,0.6703015174407148,0.3296984825592853,2.3903961111476058,1,7,3849,0.25284109571043817,0.6942877788309043,"{'left': 12878, 'right': 2345}"
